treatment	OTU	Phylum	Class	Order	Family	Genus	Maximum log2 fold change	C source bioavailability	C assimilation Latency
Vanillin Day 48	OTU.13239	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0	42.6666666666667	0.250679566129379
Vanillin Day 48	OTU.133	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	2.62064152340074	39.3333333333333	1.83626993343623
Vanillin Day 48	OTU.134	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0.867755241445317	46	3.17805383034795
Vanillin Day 48	OTU.13402	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	8.55970201912237	40	1.35402510055111
Vanillin Day 48	OTU.1344	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.1355	Acidobacteria	DA023	uncultured_bacterium	NA	NA	0.155968298099738	46	3.17805383034795
Vanillin Day 48	OTU.1360	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0	42.75	0.654609510603131
Vanillin Day 48	OTU.1383	Chloroflexi	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	uncultured_Chloroflexi_bacterium	5.06891133504039	39.3333333333333	1.01484081257447
Vanillin Day 48	OTU.1386	Acidobacteria	RB25	uncultured_bacterium	NA	NA	1.59098729604967	46	3.17805383034795
Vanillin Day 48	OTU.1387	Chloroflexi	S085	uncultured_bacterium	NA	NA	0.834046159460122	46	2.70805020110221
Vanillin Day 48	OTU.13949	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	6.25015716724693	40	1.35402510055111
Vanillin Day 48	OTU.14003	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	6.18166331406298	43.625	0.761130609430856
Vanillin Day 48	OTU.1401	Planctomycetes	OM190	uncultured_bacterium	NA	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.14023	Acidobacteria	DA023	uncultured_bacterium	NA	NA	6.23839595923766	42	2.13833305950803
Vanillin Day 48	OTU.14126	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	uncultured_bacterium	5.15831761129538	40	2.20509875582029
Vanillin Day 48	OTU.14178	Acidobacteria	32-21	uncultured_bacterium	NA	NA	5.42012469510622	46	3.17805383034795
Vanillin Day 48	OTU.14186	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	3.70137615809713	46	1.94591014905531
Vanillin Day 48	OTU.1443	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Woodsholea	3.92876281662164	42	2.3733348741309
Vanillin Day 48	OTU.145	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	7.10562256318831	43.6	0.313723183582769
Vanillin Day 48	OTU.1455	Planctomycetes	Pla4_lineage	uncultured_bacterium	NA	NA	1.24910572757588	46	3.17805383034795
Vanillin Day 48	OTU.147	Acidobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Bryobacter	uncultured_bacterium	1.54452737240384	44.25	1.71683746608677
Vanillin Day 48	OTU.150	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	1.72615692952	41.6666666666667	-0.282432620129068
Vanillin Day 48	OTU.1516	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	0	46	3.17805383034795
Vanillin Day 48	OTU.154	Acidobacteria	DA023	uncultured_Acidobacteria_bacterium	NA	NA	0.406615137761706	42	2.3733348741309
Vanillin Day 48	OTU.16	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	2.57732050353854	42.2	1.80466717345557
Vanillin Day 48	OTU.160	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadetes_bacterium	0.600543027826467	46	3.17805383034795
Vanillin Day 48	OTU.1604	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	4.66912049121433	46	3.17805383034795
Vanillin Day 48	OTU.1621	Acidobacteria	DA023	NA	NA	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.1625	Chloroflexi	S085	uncultured_bacterium	NA	NA	0.688005485687353	46	3.17805383034795
Vanillin Day 48	OTU.1649	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	0	46	3.17805383034795
Vanillin Day 48	OTU.165	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	3.98390283303027	43.6666666666667	2.30524114954377
Vanillin Day 48	OTU.167	Acidobacteria	DA023	uncultured_bacterium	NA	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.1728	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	0.524445698257793	46	3.17805383034795
Vanillin Day 48	OTU.1782	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	4.59094817052481	46	3.17805383034795
Vanillin Day 48	OTU.1805	Acidobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Bryobacter	uncultured_bacterium	0.701354258205001	46	3.17805383034795
Vanillin Day 48	OTU.183	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	NA	1.5710002802854	42.75	1.35995423220543
Vanillin Day 48	OTU.1902	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	0	46	3.17805383034795
Vanillin Day 48	OTU.197	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	2.5710002802854	41.25	1.53435461493277
Vanillin Day 48	OTU.1986	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	2.10940819897895	40	1.97009694119742
Vanillin Day 48	OTU.20	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	1.50517332873828	43.25	1.63460730437246
Vanillin Day 48	OTU.2021	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	2.12024234793075	46	3.17805383034795
Vanillin Day 48	OTU.204	Proteobacteria	Betaproteobacteria	TRA3-20	uncultured_bacterium	NA	2.03593533054661	45.6666666666667	0.462098120373297
Vanillin Day 48	OTU.2055	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	0	46	3.17805383034795
Vanillin Day 48	OTU.2070	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	0	42	2.3733348741309
Vanillin Day 48	OTU.208	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	2.21254861664388	41	1.74617908002957
Vanillin Day 48	OTU.2133	Proteobacteria	Alphaproteobacteria	Rhodospirillales	KCM-B-60	uncultured_Rhodospirillales_bacterium	0	42	2.3733348741309
Vanillin Day 48	OTU.2144	Proteobacteria	Betaproteobacteria	TRA3-20	NA	NA	3.92079761091036	46	3.17805383034795
Vanillin Day 48	OTU.2153	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured_bacterium	4.03410141515084	46	3.17805383034795
Vanillin Day 48	OTU.2241	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	4.64167243773816	46	3.17805383034795
Vanillin Day 48	OTU.2249	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	0	40	1.97009694119742
Vanillin Day 48	OTU.23	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	4.24217960323473	44.6	0.219722457733622
Vanillin Day 48	OTU.2316	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	NA	2.2863006210731	42.3333333333333	2.1930837373367
Vanillin Day 48	OTU.243	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured_bacterium	6.73383946629307	39.3333333333333	1.67960205702098
Vanillin Day 48	OTU.249	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	1.27297350350169	46	3.17805383034795
Vanillin Day 48	OTU.2502	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	0.103051715702091	46	3.17805383034795
Vanillin Day 48	OTU.252	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	2.5625219596785	46	0.484073625730086
Vanillin Day 48	OTU.2581	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	0	46	3.17805383034795
Vanillin Day 48	OTU.259	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0	39.3333333333333	1.42555537300535
Vanillin Day 48	OTU.2592	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	0	46	3.17805383034795
Vanillin Day 48	OTU.26	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	0.539937848658089	46	3.17805383034795
Vanillin Day 48	OTU.2638	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.265	Proteobacteria	Betaproteobacteria	TRA3-20	uncultured_bacterium	NA	0.84000503851147	46	3.17805383034795
Vanillin Day 48	OTU.2653	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	3.41230253368702	46	3.17805383034795
Vanillin Day 48	OTU.267	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0	45.75	0.833051127543801
Vanillin Day 48	OTU.2682	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	0	40	2.20509875582029
Vanillin Day 48	OTU.27	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA	9.07883433893362	45	1.06916652975401
Vanillin Day 48	OTU.2733	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12_marine_group	NA	0	40	2.20509875582029
Vanillin Day 48	OTU.2794	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Panacagrimonas	2.58731329627869	46	3.17805383034795
Vanillin Day 48	OTU.2866	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	4.07458272978192	42	2.13833305950803
Vanillin Day 48	OTU.287	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	uncultured	1.68802139426237	39.3333333333333	1.67960205702098
Vanillin Day 48	OTU.296	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	3.38846454877398	42	2.3733348741309
Vanillin Day 48	OTU.3008	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	0	40	1.97009694119742
Vanillin Day 48	OTU.307	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	1.34860155372543	42	2.3733348741309
Vanillin Day 48	OTU.309	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	6.8662509675332	46	1.09861228866811
Vanillin Day 48	OTU.31	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	6.00391084262586	43.6666666666667	0.732408192445407
Vanillin Day 48	OTU.3100	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	5.94712569899259	46	2.56198198970163
Vanillin Day 48	OTU.3119	Proteobacteria	Gammaproteobacteria	NKB5	uncultured_bacterium	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.3140	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	0	46	3.17805383034795
Vanillin Day 48	OTU.3314	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.3443	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	1.83397995497483	46	3.17805383034795
Vanillin Day 48	OTU.35	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	1.28149414380891	46.3333333333333	1.1945063128187
Vanillin Day 48	OTU.351	Chloroflexi	TK10	uncultured_bacterium	NA	NA	2.8034799795535	46	3.17805383034795
Vanillin Day 48	OTU.3579	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	0	42.2	1.86632744538647
Vanillin Day 48	OTU.359	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	1.82552105553527	46	3.17805383034795
Vanillin Day 48	OTU.3686	Proteobacteria	Alphaproteobacteria	Rhodospirillales	B79	uncultured_bacterium	2.4887526441558	46	3.17805383034795
Vanillin Day 48	OTU.3719	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	0	43.25	1.53543128331894
Vanillin Day 48	OTU.3784	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	1.00992548877322	44.6	2.06750802349924
Vanillin Day 48	OTU.379	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	5.44754814339064	40.75	1.10254937791014
Vanillin Day 48	OTU.3823	Proteobacteria	Alphaproteobacteria	DB1-14	uncultured_bacterium	NA	3.09255223172887	46	3.17805383034795
Vanillin Day 48	OTU.386	Acidobacteria	RB25	uncultured_bacterium	NA	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.388	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola	4.90564568088176	39.3333333333333	1.83626993343623
Vanillin Day 48	OTU.3880	Acidobacteria	DA023	uncultured_bacterium	NA	NA	0.0731609776021472	46	3.17805383034795
Vanillin Day 48	OTU.3935	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9_marine_group	uncultured_bacterium	0	40	2.20509875582029
Vanillin Day 48	OTU.416	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	1.10947440346424	41.4	0.984287943058357
Vanillin Day 48	OTU.4213	Cyanobacteria	SubsectionIII	FamilyI	uncultured	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.426	Chloroflexi	S085	uncultured_bacterium	NA	NA	2.68797905267572	40	1.97009694119742
Vanillin Day 48	OTU.427	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_Bacteroidetes_bacterium	2.68795249813277	39.3333333333333	1.83626993343623
Vanillin Day 48	OTU.4274	Acidobacteria	DA023	uncultured_Acidobacteria_bacterium	NA	NA	0	46	2.56198198970163
Vanillin Day 48	OTU.429	Planctomycetes	OM190	uncultured_bacterium	NA	NA	1.50517065966581	45.6666666666667	0.462098120373297
Vanillin Day 48	OTU.43	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	1.22619764935857	42	1.5822232494206
Vanillin Day 48	OTU.4350	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Nannocystaceae	2.10940819897895	42	2.3733348741309
Vanillin Day 48	OTU.4393	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	0	42.2	1.67832599368818
Vanillin Day 48	OTU.448	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	3.83397995497484	46	3.17805383034795
Vanillin Day 48	OTU.4496	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	0.846439997630443	43.6666666666667	1.89452658911289
Vanillin Day 48	OTU.454	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0.591053500534961	46	2.70805020110221
Vanillin Day 48	OTU.4554	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	4.70604139267945	46	0.886163359768663
Vanillin Day 48	OTU.462	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0.657179638047013	43.7142857142857	1.17506762121433
Vanillin Day 48	OTU.47	Acidobacteria	DA023	uncultured_bacterium	NA	NA	0.0575165038863663	46	2.56198198970163
Vanillin Day 48	OTU.470	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0.920224763105121	46	3.17805383034795
Vanillin Day 48	OTU.4705	Acidobacteria	DA023	uncultured_bacterium	NA	NA	6.74140292327107	46	3.17805383034795
Vanillin Day 48	OTU.4816	Acidobacteria	Holophagae	43F-1404R	NA	NA	1.70128805371971	46	3.17805383034795
Vanillin Day 48	OTU.490	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadetes_bacterium	1.5710002802854	46	3.17805383034795
Vanillin Day 48	OTU.497	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.499	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	uncultured_bacterium	1.09015712075138	46.3333333333333	2.58767376967284
Vanillin Day 48	OTU.5	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	1.49146987256676	43.2857142857143	0.591876389484505
Vanillin Day 48	OTU.535	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium	2.24910572757588	46	3.17805383034795
Vanillin Day 48	OTU.550	Acidobacteria	DA023	uncultured_Acidobacteria_bacterium	NA	NA	1.49148222853109	46	3.17805383034795
Vanillin Day 48	OTU.5507	Proteobacteria	Betaproteobacteria	TRA3-20	uncultured_bacterium	NA	6.31190537931219	46	3.17805383034795
Vanillin Day 48	OTU.554	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	3.52448078282731	46	3.17805383034795
Vanillin Day 48	OTU.5563	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	4.99352094745291	46	1.94591014905531
Vanillin Day 48	OTU.56	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	3.3027366757269	41.8333333333333	0.601948302570468
Vanillin Day 48	OTU.560	Acidobacteria	43063	uncultured_bacterium	NA	NA	0.282792740724161	46	3.17805383034795
Vanillin Day 48	OTU.564	Acidobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	NA	NA	2.82704579120799	46	3.17805383034795
Vanillin Day 48	OTU.566	Acidobacteria	DA023	uncultured_Acidobacteria_bacterium	NA	NA	3.41894245569599	46	3.17805383034795
Vanillin Day 48	OTU.5741	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.577	Acidobacteria	DA023	uncultured_bacterium	NA	NA	0.861652379490509	46	1.94591014905531
Vanillin Day 48	OTU.5784	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	4.72236806000321	46	3.17805383034795
Vanillin Day 48	OTU.58	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	0.374603106735927	46	3.17805383034795
Vanillin Day 48	OTU.581	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	AKYH767	uncultured_bacterium	1.00598566980366	46	3.17805383034795
Vanillin Day 48	OTU.588	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga	5.0590367211954	39.3333333333333	1.83626993343623
Vanillin Day 48	OTU.594	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	0.912933743681175	46	3.17805383034795
Vanillin Day 48	OTU.596	Chlamydiae	Chlamydiales	cvE6	Chlamydiales	NA	4.57998736486375	46	3.17805383034795
Vanillin Day 48	OTU.611	Acidobacteria	32-21	uncultured_Acidobacteria_bacterium	NA	NA	0	46	3.17805383034795
Vanillin Day 48	OTU.621	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	1.38657875733953	46	3.17805383034795
Vanillin Day 48	OTU.622	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	3.84640186086903	46	3.17805383034795
Vanillin Day 48	OTU.6329	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola	0	40	1.97009694119742
Vanillin Day 48	OTU.633	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	uncultured_bacterium	5.19459913738032	46	3.17805383034795
Vanillin Day 48	OTU.6403	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	2.10940819897895	46	3.17805383034795
Vanillin Day 48	OTU.65	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	1.73649981848405	42	2.3733348741309
Vanillin Day 48	OTU.66	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	0.583417011727571	40	0.125657214140453
Vanillin Day 48	OTU.666	Acidobacteria	DA023	uncultured_bacterium	NA	NA	1.92026758706438	46	3.17805383034795
Vanillin Day 48	OTU.6714	Acidobacteria	DA023	NA	NA	NA	6.09110335103252	46	3.17805383034795
Vanillin Day 48	OTU.6923	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	0	46	1.94591014905531
Vanillin Day 48	OTU.704	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	4.49853195318301	46	3.17805383034795
Vanillin Day 48	OTU.7260	Verrucomicrobia	OPB35_soil_group	NA	NA	NA	0	42	2.13833305950803
Vanillin Day 48	OTU.727	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	2.84637379314516	40	1.97009694119742
Vanillin Day 48	OTU.729	Acidobacteria	RB25	uncultured_Acidobacteria_bacterium	NA	NA	1.24906159023964	46	3.17805383034795
Vanillin Day 48	OTU.7395	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	1.26148349613383	46	2.56198198970163
Vanillin Day 48	OTU.740	Acidobacteria	DA023	uncultured_bacterium	NA	NA	1.84254837915545	46	3.17805383034795
Vanillin Day 48	OTU.758	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_bacterium	4.83514208925777	39.3333333333333	1.83626993343623
Vanillin Day 48	OTU.770	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	4.1559186450206	46	3.17805383034795
Vanillin Day 48	OTU.771	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	0.202605651285132	46	1.94591014905531
Vanillin Day 48	OTU.7877	Acidobacteria	Holophagae	43F-1404R	NA	NA	2.2068939880348	46	3.17805383034795
Vanillin Day 48	OTU.795	Acidobacteria	Holophagae	43F-1404R	uncultured_bacterium	NA	4.79853772857581	40	1.97009694119742
Vanillin Day 48	OTU.796	Planctomycetes	vadinHA49	uncultured_bacterium	NA	NA	3.68795249813277	40	1.97009694119742
Vanillin Day 48	OTU.801	Planctomycetes	OM190	NA	NA	NA	2.50510161733482	46	3.17805383034795
Vanillin Day 48	OTU.8034	Chloroflexi	TK10	uncultured_bacterium	NA	NA	3.95515008058898	39.3333333333333	1.67960205702098
Vanillin Day 48	OTU.804	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	1.33881973697891	46	3.17805383034795
Vanillin Day 48	OTU.81	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0	46	-0.0575364144903562
Vanillin Day 48	OTU.8192	Acidobacteria	DA023	uncultured_bacterium	NA	NA	6.10223710942654	43.3333333333333	2.23085996577237
Vanillin Day 48	OTU.831	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	1.69443594602659	42	2.3733348741309
Vanillin Day 48	OTU.8549	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA	0	39.3333333333333	1.42555537300535
Vanillin Day 48	OTU.86	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	uncultured_bacterium	0.96978652721326	43.8	1.84778556576562
Vanillin Day 48	OTU.876	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys	4.72595267162978	46	3.17805383034795
