BinID	OTU	AC	logrrn	initial_RA	mean_immediacy	mean_log_Kow	mean_bioA	n_Sub	maxl2fc	Phylum	Class	Order	Family	Genus	Substrate_incorp_on_day	Level	Taxa	Treatment
PalmiticAcid_Day48_bin.1	OTU.119	7	0.346216069872227	0.076269	1.24760814669468	0.225	41	4	1.73864539018879	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	13C-Cel_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Van_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.314	7	0.540751747660668	0	0.168236118310606	1.1	36	2	6.47054905131963	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D14, 13C-Pal_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.788	10	0.438639472847428	0.005448	1.58902691517397	1.95	40	2	1.70128805371971	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	13C-Xyl_D14, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.220	10	0.519935541765887	0.054478	1.05935127678265	0.433333333333333	42.3333333333333	3	1.31946731346848	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Xyl_D1, 13C-Glu_D14, 13C-Xyl_D14, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.653	12	0.614536635792227	0	0.930376170357503	1.1	36	2	5.35167805322549	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.153	12	0.466311888982233	0.010896	1.40037979960324	1.1	36	2	3.85788635114371	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.646	12	0.482807873199593	0	1.40037979960324	1.1	36	2	5.81715072976444	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.13226	12	0.474777436205892	0	1.97009694119742	3.8	40	2	0	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Van_D30, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.1388	12	0.455359172609032	0.005448	1.16537798498037	1.1	36	2	2.52444569825779	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.421	12	0.481216257580539	0.005448	1.16537798498037	1.1	36	2	4.49531121372644	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.2125	12	0.313907772461683	0	1.16537798498037	1.1	36	2	3.95751691172088	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.1292	12	0.363351340491589	0.010896	1.40037979960324	1.1	36	2	2.27292385042255	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.495	12	0.345424881521434	0.059926	1.16537798498037	1.1	36	2	1.22858230524332	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.1062	12	0.579362655740214	0.032687	1.16537798498037	1.1	36	2	0	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Zavarzinella	13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.106	16	0.545353512332414	0.103508	1.5383958491461	-0.725	41.25	4	1.14052658178863	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Glu_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.3579	16	0.379214590939008	0.027239	1.86632744538647	-0.34	42.2	5	0	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	13C-Glu_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D48, 13C-Pal_D48, 13C-Van_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.498	17	0.542771556783575	0.016343	1.23214368129263	6.4	34	1	3.10951206554849	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.701	17	0.538966038800969	0.04903	1.23214368129263	6.4	34	1	1.5314594506958	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.1461	17	0.422516399370447	0.016343	1.23214368129263	6.4	34	1	1.00611306865071	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.1434	17	0.404988629574795	0.010896	1.23214368129263	6.4	34	1	1.52444569825779	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.1310	17	0.472016996365181	0	1.23214368129263	6.4	34	1	3.24775617353913	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.148	22	0.550267653211599	0.087165	1.61142995484639	-0.725	41.25	4	1.93594224318414	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Glu_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.1	OTU.823	28	0.537441715357023	0.010896	0.549306144334055	1.1	36	2	2.41896011425009	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D14, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.2	OTU.314	7	0.540751747660668	0	0.168236118310606	1.1	36	2	6.47054905131963	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D14, 13C-Pal_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Genus	Planctomyces	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.2	OTU.153	12	0.466311888982233	0.010896	1.40037979960324	1.1	36	2	3.85788635114371	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D48, 13C-Pal_D48	Genus	Planctomyces	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.2	OTU.646	12	0.482807873199593	0	1.40037979960324	1.1	36	2	5.81715072976444	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D48, 13C-Pal_D48	Genus	Planctomyces	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.2	OTU.13226	12	0.474777436205892	0	1.97009694119742	3.8	40	2	0	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Van_D30, 13C-Pal_D48	Genus	Planctomyces	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.2	OTU.1388	12	0.455359172609032	0.005448	1.16537798498037	1.1	36	2	2.52444569825779	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Genus	Planctomyces	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.2	OTU.421	12	0.481216257580539	0.005448	1.16537798498037	1.1	36	2	4.49531121372644	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D30, 13C-Cel_D48, 13C-Pal_D48	Genus	Planctomyces	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.3	OTU.357	12	0.803071432301736	0	1.16537798498037	1.1	36	2	7.02112615595725	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	13C-Cel_D30, 13C-Cel_D48, 13C-Pal_D48	Genus	Haliangiaceae	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.3	OTU.929	17	0.977855973882716	0.016343	1.23214368129263	6.4	34	1	1.7430630127343	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	13C-Pal_D48	Genus	Haliangiaceae	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.3	OTU.2682	17	0.965906779990916	0	2.20509875582029	3.8	40	2	0	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	13C-Pal_D48, 13C-Van_D48	Genus	Haliangiaceae	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.5	OTU.7368	12	0.804759105187536	0	1.16537798498037	1.1	36	2	5.25316161079294	Acidobacteria	Candidatus_Chloracidobacterium	uncultured_bacterium	NA	NA	13C-Cel_D30, 13C-Pal_D48	Phylum	Acidobacteria	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.5	OTU.13238	12	0.8983494938522	0	0.762140052046897	6.4	34	1	3.6134247058589	Acidobacteria	Holophagae	43F-1404R	uncultured_bacterium	NA	13C-Pal_D30, 13C-Pal_D48	Phylum	Acidobacteria	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.5	OTU.1833	17	0.677319176593188	0.038135	1.23214368129263	6.4	34	1	1.00604026877811	Acidobacteria	DA023	uncultured_bacterium	NA	NA	13C-Pal_D48	Phylum	Acidobacteria	Palmitic Acid Day 48
PalmiticAcid_Day48_bin.5	OTU.322	17	0.719478490440352	0.070822	0.0667656963122613	2.85	39.5	2	0.940943467731748	Acidobacteria	DA023	uncultured_bacterium	NA	NA	13C-Lac_D1, 13C-Pal_D48	Phylum	Acidobacteria	Palmitic Acid Day 48
