BinID	OTU	AC	logrrn	initial_RA	mean_immediacy	mean_log_Kow	mean_bioA	n_Sub	maxl2fc	Phylum	Class	Order	Family	Genus	Substrate_incorp_on_day	Level	Taxa	Treatment
Glucose_Day01_bin.1	OTU.609	10	1.60853427168841	0.016343	0.549306144334055	-2.55	46.5	2	1.83408588685113	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	13C-Glu_D1, 13C-Glu_D3, 13C-Xyl_D6, 13C-Glu_D14, 13C-Xyl_D14	Family	Burkholderiaceae	Glucose Day 1
Glucose_Day01_bin.1	OTU.117	10	1.52280545348748	0.016343	0.486477537263828	-1.2	45	4	2.91043698632748	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Xyl_D3, 13C-Lac_D6, 13C-Xyl_D6, 13C-Glu_D14, 13C-Oxa_D14, 13C-Xyl_D14	Family	Burkholderiaceae	Glucose Day 1
Glucose_Day01_bin.1	OTU.29	27	1.57980942058833	0.010896	-0.0628286070702265	-1.23625	45.25	4	6.65487025093491	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	13C-Ami_D1, 13C-Glu_D1, 13C-Lac_D1, 13C-Lac_D6, 13C-Oxa_D14	Family	Burkholderiaceae	Glucose Day 1
Xylose_Day06_bin.1	OTU.14187	4	1.57378182505996	0	1.24588987276112	-1.93333333333333	46	3	5.42007540867167	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	13C-Lac_D3, 13C-Xyl_D6, 13C-Glu_D14	Genus	Pseudomonas	Xylose Day 6
Xylose_Day06_bin.1	OTU.1	10	1.5974621032695	0.04903	1.29823921272255	1.525	42	4	8.42627342747961	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	13C-Xyl_D3, 13C-Xyl_D6, 13C-Oxa_D14, 13C-Xyl_D14, 13C-Van_D30, 13C-Pal_D48	Genus	Pseudomonas	Xylose Day 6
Xylose_Day06_bin.1	OTU.752	10	1.38752434829152	0.010896	1.05959847209765	-0.880625	43.125	8	7.70132208357294	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	13C-Lac_D1, 13C-Xyl_D3, 13C-Xyl_D6, 13C-Ami_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D48	Genus	Pseudomonas	Xylose Day 6
Glucose_Day14_bin.1	OTU.7258	4	1.79175595691189	0.005448	2.63905732961526	-2.6	47	1	1.68792594310105	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D14	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.13376	4	1.79175653509546	0	0.202732554054082	-2.2	46.5	2	5.69057522059997	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Gly_D3, 13C-Glu_D14	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.9112	4	1.79175575579793	0	1.52226121886171	-2.55	46.5	2	4.64637570298674	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Xyl_D3, 13C-Glu_D14	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.896	4	1.79175817246923	0.147091	0.549306144334055	-3.4	42.5	2	0.53144964248221	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Glu_D14, 13C-Cel_D30	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.11629	4	1.79175946829677	0	0	-2.6	47	1	3.92873275475404	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	uncultured_bacterium	13C-Glu_D1, 13C-Glu_D14	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.9765	4	1.79175508624859	0	0.202732554054082	-2.2	46.5	2	3.82531654753792	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	uncultured_bacterium	13C-Glu_D1, 13C-Gly_D3, 13C-Glu_D14, 13C-Gly_D14	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.24	14	1.79175946829677	0.359555	1.19692500818116	-0.643125	43.25	8	2.08324403381137	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Van_D6, 13C-Ami_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D48	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.11	14	1.67338787698702	0.1253	0.909101871556908	-0.643125	43.25	8	2.13200237931762	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Xyl_D3, 13C-Van_D6, 13C-Ami_D14, 13C-Cel_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D48	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.12724	20	1.39719305035701	0.1253	0.99184318874549	-2.5	43.3333333333333	3	2.38725799411548	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Lac_D3, 13C-Lac_D6, 13C-Cel_D14, 13C-Glu_D14	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.7907	22	1.25932806360656	0	1.64047990509726	-3.1	43.6666666666667	3	0	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Cel_D14, 13C-Glu_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Cel_D48	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.6588	25	1.6721614475541	0	1.74317759500123	-0.8	44.5	2	3.26482728335464	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D14, 13C-Oxa_D14	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.1	OTU.2171	25	1.79175826123215	0.032687	1.47563509762262	-1.709	45.6	5	2.11640723912158	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D6, 13C-Ami_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Xyl_D14	Genus	Streptomyces	Glucose Day 14
Glucose_Day14_bin.2	OTU.416	7	1.1670800470753	0.021791	0.984287943058357	0.36	41.4	5	1.10947440346424	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	13C-Van_D6, 13C-Cel_D14, 13C-Glu_D14, 13C-Oxa_D14, 13C-Pal_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48, 13C-Van_D48	Genus	Polyangiaceae	Glucose Day 14
Glycerol_Day14_bin.1	OTU.9765	4	1.79175508624859	0	0.202732554054082	-2.2	46.5	2	3.82531654753792	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	uncultured_bacterium	13C-Glu_D1, 13C-Gly_D3, 13C-Glu_D14, 13C-Gly_D14	Genus	Streptomyces	Glycerol Day 14
Glycerol_Day14_bin.1	OTU.24	14	1.79175946829677	0.359555	1.19692500818116	-0.643125	43.25	8	2.08324403381137	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Van_D6, 13C-Ami_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D48	Genus	Streptomyces	Glycerol Day 14
Glycerol_Day14_bin.1	OTU.11	14	1.67338787698702	0.1253	0.909101871556908	-0.643125	43.25	8	2.13200237931762	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Xyl_D3, 13C-Van_D6, 13C-Ami_D14, 13C-Cel_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D48	Genus	Streptomyces	Glycerol Day 14
Glycerol_Day14_bin.1	OTU.2171	25	1.79175826123215	0.032687	1.47563509762262	-1.709	45.6	5	2.11640723912158	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D6, 13C-Ami_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Xyl_D14	Genus	Streptomyces	Glycerol Day 14
Cellulose_Day30_bin.1	OTU.896	4	1.79175817246923	0.147091	0.549306144334055	-3.4	42.5	2	0.53144964248221	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Glu_D14, 13C-Cel_D30	Genus	Streptomyces	Cellulose Day 30
Cellulose_Day30_bin.1	OTU.24	14	1.79175946829677	0.359555	1.19692500818116	-0.643125	43.25	8	2.08324403381137	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Van_D6, 13C-Ami_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D48	Genus	Streptomyces	Cellulose Day 30
Cellulose_Day30_bin.1	OTU.11	14	1.67338787698702	0.1253	0.909101871556908	-0.643125	43.25	8	2.13200237931762	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Glu_D1, 13C-Glu_D3, 13C-Xyl_D3, 13C-Van_D6, 13C-Ami_D14, 13C-Cel_D14, 13C-Glu_D14, 13C-Gly_D14, 13C-Oxa_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D48	Genus	Streptomyces	Cellulose Day 30
Cellulose_Day30_bin.1	OTU.7907	22	1.25932806360656	0	1.64047990509726	-3.1	43.6666666666667	3	0	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	13C-Cel_D14, 13C-Glu_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Cel_D48	Genus	Streptomyces	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.208	5	0.565361305304828	0.054478	1.74617908002957	0.225	41	4	2.21254861664388	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Van_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.347	7	0.495526915082286	0.016343	0.99184318874549	-0.133333333333333	39.6666666666667	3	3.10309154806638	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D14, 13C-Glu_D14, 13C-Pal_D14, 13C-Cel_D30, 13C-Cel_D48, 13C-Pal_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.119	7	0.346216069872227	0.076269	1.24760814669468	0.225	41	4	1.73864539018879	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	13C-Cel_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Van_D30, 13C-Cel_D48, 13C-Pal_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.314	7	0.540751747660668	0	0.168236118310606	1.1	36	2	6.47054905131963	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D14, 13C-Pal_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.757	8	0.59468339403763	0	1.09861228866811	-4.2	38	1	5.81926412209813	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.5182	8	0.584204817677892	0	1.09861228866811	-4.2	38	1	3.08590336008314	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.1290	8	0.559027250905607	0	1.09861228866811	-4.2	38	1	4.29906926626909	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.1096	8	0.578769240253031	0.038135	1.09861228866811	-4.2	38	1	0.19866857850849	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.898	8	0.578171681570044	0.005448	1.09861228866811	-4.2	38	1	3.27292385042255	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.1102	8	0.567988549740111	0	1.09861228866811	-4.2	38	1	6.00381290541101	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.653	12	0.614536635792227	0	0.930376170357503	1.1	36	2	5.35167805322549	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.421	12	0.481216257580539	0.005448	1.16537798498037	1.1	36	2	4.49531121372644	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D30, 13C-Cel_D48, 13C-Pal_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.1046	15	0.593284721733169	0.010896	0.930376170357503	1.1	36	2	0.524445698257793	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.1671	15	0.568667021303965	0	0.930376170357503	1.1	36	2	3.58997700679552	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.4550	15	0.57513252030767	0	0.930376170357503	1.1	36	2	5.40852617522568	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.9087	15	0.520972752169054	0	1.49993655677675	-0.133333333333333	39.6666666666667	3	6.80860089418071	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Glu_D14, 13C-Cel_D30, 13C-Pal_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.13371	15	0.544037055222745	0	0.930376170357503	1.1	36	2	3.62551053671816	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30, 13C-Pal_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.5719	16	0.526259411416122	0.108956	1.42089494183467	-0.725	41.25	4	0	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	13C-Glu_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.1169	21	0.565192292149346	0	0.930376170357503	1.1	36	2	0	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.539	21	0.592211347607198	0.027239	0.930376170357503	1.1	36	2	2.68203571108368	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.12829	21	0.673366994552423	0	0.930376170357503	1.1	36	2	5.26680378638843	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.766	21	0.381843068284202	0	0.336472236621213	-4.2	38	1	6.71130210729197	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	13C-Cel_D14, 13C-Cel_D30, 13C-Cel_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.10707	21	0.612065666365612	0	0.930376170357503	1.1	36	2	3.20918889668967	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.148	22	0.550267653211599	0.087165	1.61142995484639	-0.725	41.25	4	1.93594224318414	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Glu_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.10	OTU.637	22	0.581353727385363	0	1.89452658911289	-3.1	43.6666666666667	3	5.39955087062634	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Glu_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Cel_D48	Family	Planctomycetaceae	Cellulose Day 30
Cellulose_Day30_bin.2	OTU.82	15	1.66472215837647	0	0.732408192445406	-0.133333333333333	39.6666666666667	3	6.52706389345419	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavihumibacter	13C-Glu_D3, 13C-Cel_D14, 13C-Cel_D30, 13C-Pal_D30	Genus	Flavihumibacter	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.208	5	0.565361305304828	0.054478	1.74617908002957	0.225	41	4	2.21254861664388	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Van_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.347	7	0.495526915082286	0.016343	0.99184318874549	-0.133333333333333	39.6666666666667	3	3.10309154806638	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D14, 13C-Glu_D14, 13C-Pal_D14, 13C-Cel_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.119	7	0.346216069872227	0.076269	1.24760814669468	0.225	41	4	1.73864539018879	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	13C-Cel_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Van_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.314	7	0.540751747660668	0	0.168236118310606	1.1	36	2	6.47054905131963	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D14, 13C-Pal_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.1210	8	0.551236062785406	0.010896	1.09861228866811	-4.2	38	1	1.50510161733482	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	13C-Cel_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.757	8	0.59468339403763	0	1.09861228866811	-4.2	38	1	5.81926412209813	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.5182	8	0.584204817677892	0	1.09861228866811	-4.2	38	1	3.08590336008314	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.1290	8	0.559027250905607	0	1.09861228866811	-4.2	38	1	4.29906926626909	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.1096	8	0.578769240253031	0.038135	1.09861228866811	-4.2	38	1	0.19866857850849	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.898	8	0.578171681570044	0.005448	1.09861228866811	-4.2	38	1	3.27292385042255	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.1102	8	0.567988549740111	0	1.09861228866811	-4.2	38	1	6.00381290541101	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.653	12	0.614536635792227	0	0.930376170357503	1.1	36	2	5.35167805322549	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.421	12	0.481216257580539	0.005448	1.16537798498037	1.1	36	2	4.49531121372644	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.4110	15	0.518815754747629	0.005448	0.930376170357503	1.1	36	2	2.50510161733482	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	13C-Cel_D30, 13C-Pal_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.1153	15	0.521867296727178	0.065374	0.930376170357503	1.1	36	2	0	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	13C-Cel_D30, 13C-Pal_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.1046	15	0.593284721733169	0.010896	0.930376170357503	1.1	36	2	0.524445698257793	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.1671	15	0.568667021303965	0	0.930376170357503	1.1	36	2	3.58997700679552	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.4550	15	0.57513252030767	0	0.930376170357503	1.1	36	2	5.40852617522568	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.9087	15	0.520972752169054	0	1.49993655677675	-0.133333333333333	39.6666666666667	3	6.80860089418071	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Glu_D14, 13C-Cel_D30, 13C-Pal_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.13371	15	0.544037055222745	0	0.930376170357503	1.1	36	2	3.62551053671816	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	13C-Cel_D30, 13C-Pal_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.5719	16	0.526259411416122	0.108956	1.42089494183467	-0.725	41.25	4	0	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	13C-Glu_D14, 13C-Pal_D14, 13C-Xyl_D14, 13C-Cel_D30	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.1169	21	0.565192292149346	0	0.930376170357503	1.1	36	2	0	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.539	21	0.592211347607198	0.027239	0.930376170357503	1.1	36	2	2.68203571108368	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.12829	21	0.673366994552423	0	0.930376170357503	1.1	36	2	5.26680378638843	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.766	21	0.381843068284202	0	0.336472236621213	-4.2	38	1	6.71130210729197	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	13C-Cel_D14, 13C-Cel_D30, 13C-Cel_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.10707	21	0.612065666365612	0	0.930376170357503	1.1	36	2	3.20918889668967	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.148	22	0.550267653211599	0.087165	1.61142995484639	-0.725	41.25	4	1.93594224318414	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Glu_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Pal_D30, 13C-Cel_D48, 13C-Pal_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.4	OTU.637	22	0.581353727385363	0	1.89452658911289	-3.1	43.6666666666667	3	5.39955087062634	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	13C-Glu_D14, 13C-Xyl_D14, 13C-Cel_D30, 13C-Cel_D48	Phylum	Planctomycetes	Cellulose Day 30
Cellulose_Day30_bin.5	OTU.1257	7	0.595368781530049	0	0.549306144334055	1.1	36	2	4.24663952025889	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	13C-Pal_D14, 13C-Cel_D30, 13C-Pal_D30	Genus	Caulobacter	Cellulose Day 30
